day,type,value_buy,value_sell
2014-07-12,Blue,11.80,11.90
2014-07-11,Oficial,8.12,8.17
2014-07-11,Blue,11.85,11.95
2014-07-10,Oficial,8.11,8.16
2014-07-10,Blue,11.90,12.00
2014-07-09,Oficial,8.11,8.16
2014-07-09,Blue,11.90,12.00
2014-07-08,Oficial,8.11,8.16
2014-07-08,Blue,11.87,11.97
2014-07-07,Oficial,8.11,8.16
2014-07-07,Blue,11.85,11.95
2014-07-06,Oficial,8.10,8.15
2014-07-06,Blue,11.85,11.95
2014-07-05,Oficial,8.10,8.15
2014-07-05,Blue,11.85,11.95
2014-07-04,Oficial,8.10,8.15
2014-07-04,Blue,11.85,11.95
2014-07-03,Oficial,8.10,8.15
2014-07-03,Blue,11.87,11.97
2014-07-02,Oficial,8.10,8.15
2014-07-02,Blue,11.93,12.03
2014-07-01,Oficial,8.10,8.15
2014-07-01,Blue,12.00,12.10
2014-06-30,Oficial,8.10,8.15
2014-06-30,Blue,12.04,12.14
2014-06-29,Oficial,8.10,8.15
2014-06-29,Blue,12.05,12.15
2014-06-28,Oficial,8.10,8.15
2014-06-28,Blue,12.05,12.15
2014-06-27,Oficial,8.10,8.15
2014-06-27,Blue,12.00,12.10
2014-06-26,Oficial,8.10,8.15
2014-06-26,Blue,11.94,12.04
2014-06-25,Oficial,8.10,8.15
2014-06-25,Blue,11.93,12.03
2014-06-24,Oficial,8.10,8.15
2014-06-24,Blue,11.76,11.86
2014-06-23,Oficial,8.10,8.15
2014-06-23,Blue,12.01,12.11
2014-06-22,Oficial,8.10,8.15
2014-06-22,Blue,12.30,12.40
2014-06-21,Oficial,8.10,8.15
2014-06-21,Blue,12.30,12.40
2014-06-20,Oficial,8.10,8.15
2014-06-20,Blue,12.30,12.40
2014-06-19,Oficial,8.10,8.15
2014-06-19,Blue,12.25,12.35
2014-06-18,Oficial,8.10,8.15
2014-06-18,Blue,12.15,12.25
2014-06-17,Oficial,8.10,8.15
2014-06-17,Blue,11.93,12.03
2014-06-16,Oficial,8.10,8.15
2014-06-16,Blue,11.63,11.73
2014-06-15,Oficial,8.10,8.15
2014-06-15,Blue,11.55,11.65
2014-06-14,Oficial,8.10,8.15
2014-06-14,Blue,11.55,11.65
2014-06-13,Oficial,8.10,8.15
2014-06-13,Blue,11.58,11.68
2014-06-12,Oficial,8.10,8.15
2014-06-12,Blue,11.53,11.63
2014-06-11,Oficial,8.10,8.15
2014-06-11,Blue,11.50,11.60
2014-06-10,Oficial,8.10,8.15
2014-06-10,Blue,11.48,11.58
2014-06-09,Oficial,8.10,8.15
2014-06-09,Blue,11.45,11.55
2014-06-08,Oficial,8.10,8.15
2014-06-08,Blue,11.45,11.55
2014-06-07,Oficial,8.10,8.15
2014-06-07,Blue,11.45,11.55
2014-06-06,Oficial,8.09,8.14
2014-06-06,Blue,11.45,11.55
2014-06-05,Oficial,8.08,8.13
2014-06-05,Blue,11.45,11.55
2014-06-04,Oficial,8.07,8.12
2014-06-04,Blue,11.43,11.53
2014-06-03,Oficial,8.05,8.10
2014-06-03,Blue,11.35,11.45
2014-06-02,Oficial,8.05,8.10
2014-06-02,Blue,11.30,11.40
2014-06-01,Oficial,8.05,8.10
2014-06-01,Blue,11.30,11.40
2014-05-31,Oficial,8.05,8.10
2014-05-31,Blue,11.30,11.40
2014-05-30,Oficial,8.04,8.09
2014-05-30,Blue,11.46,11.56
2014-05-29,Oficial,8.04,8.09
2014-05-29,Blue,11.66,11.76
2014-05-28,Oficial,8.04,8.09
2014-05-28,Blue,11.68,11.78
2014-05-27,Oficial,8.03,8.08
2014-05-27,Blue,11.50,11.60
2014-05-26,Oficial,8.03,8.08
2014-05-26,Blue,11.32,11.42
2014-05-25,Oficial,8.03,8.08
2014-05-25,Blue,11.27,11.37
2014-05-24,Oficial,8.03,8.08
2014-05-24,Blue,11.27,11.37
2014-05-23,Oficial,8.03,8.08
2014-05-23,Blue,11.51,11.61
2014-05-22,Oficial,8.03,8.08
2014-05-22,Blue,11.76,11.86
2014-05-21,Oficial,8.03,8.08
2014-05-21,Blue,11.68,11.78
2014-05-20,Oficial,8.02,8.07
2014-05-20,Blue,11.36,11.46
2014-05-19,Oficial,8.02,8.07
2014-05-19,Blue,11.05,11.15
2014-05-18,Oficial,8.02,8.07
2014-05-18,Blue,10.95,11.05
2014-05-17,Oficial,8.02,8.07
2014-05-17,Blue,10.95,11.05
2014-05-16,Oficial,8.02,8.07
2014-05-16,Blue,10.86,10.96
2014-05-15,Oficial,8.01,8.06
2014-05-15,Blue,10.70,10.80
2014-05-14,Oficial,7.99,8.04
2014-05-14,Blue,10.63,10.78
2014-05-13,Oficial,7.98,8.03
2014-05-13,Blue,10.61,10.74
2014-05-12,Oficial,7.97,8.02
2014-05-12,Blue,10.58,10.68
2014-05-11,Oficial,7.97,8.02
2014-05-11,Blue,10.60,10.70
2014-05-10,Oficial,7.97,8.02
2014-05-10,Blue,10.60,10.70
2014-05-09,Oficial,7.97,8.02
2014-05-09,Blue,10.62,10.72
2014-05-08,Oficial,7.96,8.01
2014-05-08,Blue,10.62,10.72
2014-05-07,Oficial,7.96,8.01
2014-05-07,Blue,10.51,10.61
2014-05-06,Oficial,7.96,8.01
2014-05-06,Blue,10.42,10.52
2014-05-05,Oficial,7.96,8.01
2014-05-05,Blue,10.43,10.53
2014-05-04,Oficial,7.96,8.01
2014-05-04,Blue,10.45,10.55
2014-05-03,Oficial,7.96,8.01
2014-05-03,Blue,10.45,10.55
2014-05-02,Oficial,7.96,8.01
2014-05-02,Blue,10.45,10.55
2014-05-01,Oficial,7.96,8.01
2014-05-01,Blue,10.45,10.55
2014-04-30,Oficial,7.96,8.01
2014-04-30,Blue,10.47,10.57
2014-04-29,Oficial,7.96,8.01
2014-04-29,Blue,10.55,10.65
2014-04-28,Oficial,7.96,8.01
2014-04-28,Blue,10.63,10.73
2014-04-27,Oficial,7.96,8.01
2014-04-27,Blue,10.65,10.75
2014-04-26,Oficial,7.96,8.01
2014-04-26,Blue,10.65,10.75
2014-04-25,Oficial,7.96,8.01
2014-04-25,Blue,10.63,10.73
2014-04-24,Oficial,7.96,8.01
2014-04-24,Blue,10.49,10.59
2014-04-23,Oficial,7.96,8.01
2014-04-23,Blue,10.33,10.43
2014-04-22,Oficial,7.96,8.01
2014-04-22,Blue,10.30,10.40
2014-04-21,Oficial,7.96,8.01
2014-04-21,Blue,10.30,10.40
2014-04-20,Oficial,7.96,8.01
2014-04-20,Blue,10.30,10.40
2014-04-19,Oficial,7.96,8.01
2014-04-19,Blue,10.30,10.40
2014-04-18,Oficial,7.96,8.01
2014-04-18,Blue,10.30,10.40
2014-04-17,Oficial,7.96,8.01
2014-04-17,Blue,10.30,10.40
2014-04-16,Oficial,7.96,8.01
2014-04-16,Blue,10.30,10.40
2014-04-15,Oficial,7.96,8.01
2014-04-15,Blue,10.22,10.32
2014-04-14,Oficial,7.96,8.01
2014-04-14,Blue,10.25,10.35
2014-04-13,Oficial,7.96,8.01
2014-04-13,Blue,10.28,10.38
2014-04-12,Oficial,7.96,8.01
2014-04-12,Blue,10.28,10.38
2014-04-11,Oficial,7.96,8.01
2014-04-11,Blue,10.23,10.33
2014-04-10,Oficial,7.96,8.01
2014-04-10,Blue,10.20,10.30
2014-04-09,Oficial,7.96,8.01
2014-04-09,Blue,10.22,10.32
2014-04-08,Oficial,7.96,8.01
2014-04-08,Blue,10.38,10.48
2014-04-07,Oficial,7.96,8.01
2014-04-07,Blue,10.56,10.66
2014-04-06,Oficial,7.96,8.01
2014-04-06,Blue,10.60,10.70
2014-04-05,Oficial,7.96,8.01
2014-04-05,Blue,10.60,10.70
2014-04-04,Oficial,7.96,8.01
2014-04-04,Blue,10.63,10.73
2014-04-03,Oficial,7.96,8.01
2014-04-03,Blue,10.69,10.79
2014-04-02,Oficial,7.96,8.01
2014-04-02,Blue,10.70,10.80
2014-04-01,Oficial,7.96,8.01
2014-04-01,Blue,10.69,10.79
2014-03-31,Oficial,7.96,8.01
2014-03-31,Blue,10.74,10.84
2014-03-30,Oficial,7.97,8.02
2014-03-30,Blue,10.75,10.85
2014-03-29,Oficial,7.97,8.02
2014-03-29,Blue,10.75,10.85
2014-03-28,Oficial,7.96,8.01
2014-03-28,Blue,10.75,10.85
2014-03-27,Oficial,7.96,8.01
2014-03-27,Blue,10.79,10.89
2014-03-26,Oficial,7.97,8.02
2014-03-26,Blue,10.80,10.90
2014-03-25,Oficial,7.95,8.00
2014-03-25,Blue,10.80,10.90
2014-03-24,Oficial,7.94,7.99
2014-03-24,Blue,10.80,10.90
2014-03-23,Oficial,7.94,7.99
2014-03-23,Blue,10.80,10.90
2014-03-22,Oficial,7.94,7.99
2014-03-22,Blue,10.80,10.90
2014-03-21,Oficial,7.93,7.98
2014-03-21,Blue,10.83,10.93
2014-03-20,Oficial,7.92,7.97
2014-03-20,Blue,10.82,10.92
2014-03-19,Oficial,7.92,7.97
2014-03-19,Blue,10.82,10.92
2014-03-18,Oficial,7.90,7.95
2014-03-18,Blue,10.82,10.92
2014-03-17,Oficial,7.87,7.92
2014-03-17,Blue,10.81,10.91
2014-03-16,Oficial,7.86,7.91
2014-03-16,Blue,10.85,10.95
2014-03-15,Oficial,7.86,7.91
2014-03-15,Blue,10.85,10.95
2014-03-14,Oficial,7.85,7.90
2014-03-14,Blue,10.89,10.99
2014-03-13,Oficial,7.84,7.89
2014-03-13,Blue,10.81,10.91
2014-03-12,Oficial,7.83,7.88
2014-03-12,Blue,10.75,10.85
2014-03-11,Oficial,7.83,7.88
2014-03-11,Blue,10.81,10.91
2014-03-10,Oficial,7.83,7.88
2014-03-10,Blue,10.91,11.01
2014-03-09,Oficial,7.83,7.88
2014-03-09,Blue,10.95,11.05
2014-03-08,Oficial,7.83,7.88
2014-03-08,Blue,10.95,11.05
2014-03-07,Oficial,7.83,7.88
2014-03-07,Blue,10.96,11.03
2014-03-06,Oficial,7.84,7.89
2014-03-06,Blue,10.68,10.73
2014-03-05,Oficial,7.84,7.89
2014-03-05,Blue,10.92,10.97
2014-03-04,Oficial,7.84,7.89
2014-03-04,Blue,11.20,11.25
2014-03-03,Oficial,7.84,7.89
2014-03-03,Blue,11.20,11.25
2014-03-02,Oficial,7.84,7.89
2014-03-02,Blue,11.20,11.25
2014-03-01,Oficial,7.84,7.89
2014-03-01,Blue,11.20,11.25
2014-02-28,Oficial,7.84,7.89
2014-02-28,Blue,11.31,11.36
2014-02-27,Oficial,7.84,7.89
2014-02-27,Blue,11.46,11.51
2014-02-26,Oficial,7.84,7.89
2014-02-26,Blue,11.57,11.62
2014-02-25,Oficial,7.83,7.88
2014-02-25,Blue,11.63,11.68
2014-02-24,Oficial,7.82,7.87
2014-02-24,Blue,11.68,11.76
2014-02-23,Oficial,7.82,7.87
2014-02-23,Blue,11.70,11.80
2014-02-22,Oficial,7.82,7.87
2014-02-22,Blue,11.70,11.80
2014-02-21,Oficial,7.79,7.84
2014-02-21,Blue,11.72,11.82
2014-02-20,Oficial,7.75,7.80
2014-02-20,Blue,11.71,11.81
2014-02-19,Oficial,7.73,7.78
2014-02-19,Blue,11.69,11.79
2014-02-18,Oficial,7.73,7.78
2014-02-18,Blue,11.68,11.78
2014-02-17,Oficial,7.74,7.79
2014-02-17,Blue,11.70,11.80
2014-02-16,Oficial,7.74,7.79
2014-02-16,Blue,11.75,11.85
2014-02-15,Oficial,7.74,7.79
2014-02-15,Blue,11.75,11.85
2014-02-14,Oficial,7.75,7.80
2014-02-14,Blue,11.78,11.88
2014-02-13,Oficial,7.82,7.72
2014-02-13,Blue,11.96,12.06
2014-02-12,Oficial,7.83,7.73
2014-02-12,Blue,11.73,11.83
2014-02-11,Oficial,7.83,7.73
2014-02-11,Blue,11.55,11.65
2014-02-10,Oficial,7.85,7.75
2014-02-10,Blue,11.85,11.75
2014-02-07,Oficial,7.87,7.77
2014-02-07,Blue,12.25,12.15
2014-02-06,Oficial,7.91,7.81
2014-02-06,Blue,12.40,12.30
2014-02-05,Oficial,7.95,7.85
2014-02-05,Blue,12.50,12.40
2014-02-04,Oficial,8.02,7.92
2014-02-04,Blue,12.55,12.45
2014-02-03,Oficial,8.03,7.93
2014-02-03,Blue,12.55,12.45
2014-01-31,Oficial,8.03,7.93
2014-01-31,Blue,12.65,12.55
2014-01-30,Oficial,8.03,7.93
2014-01-30,Blue,12.75,12.65
2014-01-29,Oficial,8.02,7.92
2014-01-29,Blue,12.90,12.80
2014-01-28,Oficial,8.02,7.92
2014-01-28,Blue,12.50,12.40
2014-01-27,Oficial,8.02,7.92
2014-01-27,Blue,12.15,12.05
2014-01-24,Oficial,8.00,7.90
2014-01-24,Blue,11.70,11.60
2014-01-23,Oficial,8.00,7.90
2014-01-23,Blue,13.00,12.90
2014-01-22,Oficial,7.14,7.04
2014-01-22,Blue,12.15,12.05
2014-01-21,Oficial,6.90,6.80
2014-01-21,Blue,11.85,11.75
2014-01-20,Oficial,6.84,6.74
2014-01-20,Blue,11.65,11.55
2014-01-17,Oficial,6.82,6.72
2014-01-17,Blue,11.80,11.70
2014-01-16,Oficial,6.79,6.69
2014-01-16,Blue,11.41,11.31
2014-01-15,Oficial,6.76,6.66
2014-01-15,Blue,11.21,11.11
2014-01-14,Oficial,6.72,6.62
2014-01-14,Blue,10.95,10.85
2014-01-13,Oficial,6.68,6.58
2014-01-13,Blue,10.79,10.69
2014-01-10,Oficial,6.66,6.56
2014-01-10,Blue,10.80,10.70
2014-01-09,Oficial,6.63,6.53
2014-01-09,Blue,10.80,10.70
2014-01-08,Oficial,6.62,6.52
2014-01-08,Blue,10.70,10.60
2014-01-07,Oficial,6.61,6.51
2014-01-07,Blue,10.90,10.80
2014-01-06,Oficial,6.57,6.47
2014-01-06,Blue,10.30,10.20
2014-01-03,Oficial,6.57,6.47
2014-01-03,Blue,10.17,10.07
2014-01-02,Oficial,6.55,6.45
2014-01-02,Blue,10.00,9.90
2013-12-30,Oficial,6.52,6.42
2013-12-30,Blue,10.00,9.90
2013-12-27,Oficial,6.45,6.35
2013-12-27,Blue,9.92,9.82
2013-12-26,Oficial,6.45,6.35
2013-12-26,Blue,9.70,9.60
2013-12-23,Oficial,6.43,6.33
2013-12-23,Blue,9.65,9.55
2013-12-20,Oficial,6.42,6.32
2013-12-20,Blue,9.65,9.55
2013-12-19,Oficial,6.41,6.31
2013-12-19,Blue,9.73,9.63
2013-12-16,Oficial,6.30,6.20
2013-12-16,Blue,9.60,9.50
2013-12-13,Oficial,6.29,6.19
2013-12-13,Blue,9.55,9.45
2013-12-12,Oficial,6.28,6.18
2013-12-12,Blue,9.57,9.47
2013-12-11,Oficial,6.27,6.17
2013-12-11,Blue,9.55,9.45
2013-12-10,Oficial,6.26,6.16
2013-12-10,Blue,9.58,9.48
2013-12-09,Oficial,6.24,6.14
2013-12-09,Blue,9.50,9.40
2013-12-05,Oficial,6.24,6.14
2013-12-05,Blue,9.50,9.40
2013-12-04,Oficial,6.21,6.11
2013-12-04,Blue,9.60,9.50
2013-12-03,Oficial,6.17,6.07
2013-12-03,Blue,9.30,9.20
2013-12-02,Oficial,6.16,6.06
2013-12-02,Blue,9.18,9.08
2013-11-28,Oficial,6.12,6.02
2013-11-28,Blue,9.63,9.53
2013-11-27,Oficial,6.09,5.99
2013-11-27,Blue,9.81,9.71
2013-11-26,Oficial,6.08,5.98
2013-11-26,Blue,9.92,9.82
2013-11-21,Oficial,6.05,5.95
2013-11-21,Blue,9.93,9.83
2013-11-20,Oficial,6.03,5.93
2013-11-20,Blue,9.92,9.82
2013-11-19,Oficial,6.03,5.93
2013-11-19,Blue,9.87,9.77
2013-11-14,Oficial,5.98,5.88
2013-11-14,Blue,9.86,9.76
2013-11-13,Oficial,5.98,5.88
2013-11-13,Blue,9.82,9.72
2013-11-12,Oficial,5.97,5.87
2013-11-12,Blue,9.83,9.73
2013-11-11,Oficial,5.97,5.87
2013-11-11,Blue,9.87,9.77
2013-11-05,Oficial,5.95,5.85
2013-11-05,Blue,9.93,9.83
2013-10-31,Oficial,5.91,5.81
2013-10-31,Blue,9.98,9.88
2013-10-30,Oficial,5.90,5.80
2013-10-30,Blue,9.92,9.82
2013-10-29,Oficial,5.89,5.79
2013-10-29,Blue,9.92,9.82
2013-10-28,Oficial,5.89,5.79
2013-10-28,Blue,10.08,9.98
2013-10-25,Oficial,5.87,5.77
2013-10-25,Blue,10.10,10.00
2013-10-22,Oficial,5.87,5.77
2013-10-22,Blue,10.00,9.90
2013-10-21,Oficial,5.86,5.76
2013-10-21,Blue,9.90,9.80
2013-10-16,Oficial,5.84,5.74
2013-10-16,Blue,9.60,9.50
2013-10-15,Oficial,5.83,5.73
2013-10-15,Blue,9.82,9.72
2013-10-10,Oficial,5.83,5.73
2013-10-10,Blue,9.72,9.62
2013-10-08,Oficial,5.82,5.72
2013-10-08,Blue,9.58,9.48
2013-10-03,Oficial,5.81,5.71
2013-10-03,Blue,9.60,9.50
2013-10-02,Oficial,5.80,5.70
2013-10-02,Blue,9.54,9.44
2013-10-01,Oficial,5.79,5.69
2013-10-01,Blue,9.54,9.44
2013-09-30,Oficial,5.79,5.69
2013-09-30,Blue,9.54,9.44
2013-09-26,Oficial,5.77,5.67
2013-09-26,Blue,9.54,9.44
2013-09-25,Oficial,5.77,5.67
2013-09-25,Blue,9.56,9.46
2013-09-24,Oficial,5.77,5.67
2013-09-24,Blue,9.42,9.32
2013-09-23,Oficial,5.77,5.67
2013-09-23,Blue,9.40,9.30
2013-09-20,Oficial,5.76,5.66
2013-09-20,Blue,9.40,9.30
2013-09-19,Oficial,5.76,5.66
2013-09-19,Blue,9.35,9.25
2013-09-18,Oficial,5.74,5.64
2013-09-18,Blue,9.33,9.23
2013-09-17,Oficial,5.74,5.64
2013-09-17,Blue,9.30,9.20
2013-09-16,Oficial,5.74,5.64
2013-09-16,Blue,9.30,9.20
2013-09-12,Oficial,5.73,5.63
2013-09-12,Blue,9.26,9.16
2013-09-11,Oficial,5.72,5.62
2013-09-11,Blue,9.25,9.15
2013-09-10,Oficial,5.71,5.61
2013-09-10,Blue,9.16,9.06
2013-09-06,Oficial,5.71,5.61
2013-09-06,Blue,9.30,9.20
2013-09-05,Oficial,5.71,5.61
2013-09-05,Blue,9.27,9.17
2013-09-02,Oficial,5.68,5.58
2013-09-02,Blue,9.30,9.20
2013-08-28,Oficial,5.65,5.55
2013-08-28,Blue,9.50,9.40
2013-08-27,Oficial,5.64,5.54
2013-08-27,Blue,9.52,9.42
2013-08-26,Oficial,5.64,5.54
2013-08-26,Blue,9.20,9.10
2013-08-23,Oficial,5.62,5.52
2013-08-23,Blue,9.20,9.10
2013-08-22,Oficial,5.61,5.51
2013-08-22,Blue,9.14,9.04
2013-08-21,Oficial,5.61,5.51
2013-08-21,Blue,9.04,8.94
2013-08-20,Oficial,5.60,5.50
2013-08-20,Blue,8.97,8.87
2013-08-16,Oficial,5.58,5.48
2013-08-16,Blue,8.95,8.85
2013-08-15,Oficial,5.58,5.48
2013-08-15,Blue,8.95,8.85
2013-08-14,Oficial,5.57,5.47
2013-08-14,Blue,8.94,8.84
2013-08-13,Oficial,5.56,5.46
2013-08-13,Blue,8.79,8.69
2013-08-12,Oficial,5.56,5.46
2013-08-12,Blue,8.75,8.65
2013-08-09,Oficial,5.55,5.45
2013-08-09,Blue,8.82,8.72
2013-08-08,Oficial,5.54,5.44
2013-08-08,Blue,8.90,8.80
2013-08-05,Oficial,5.52,5.42
2013-08-05,Blue,8.56,8.46
2013-07-31,Oficial,5.51,5.41
2013-07-31,Blue,8.64,8.54
2013-07-30,Oficial,5.51,5.41
2013-07-30,Blue,8.63,8.53
2013-07-29,Oficial,5.50,5.40
2013-07-29,Blue,8.66,8.56
2013-07-23,Oficial,5.49,5.39
2013-07-23,Blue,8.66,8.56
2013-07-22,Oficial,5.46,5.36
2013-07-22,Blue,8.85,8.75
2013-07-17,Oficial,5.45,5.35
2013-07-17,Blue,8.85,8.75
2013-07-16,Oficial,5.45,5.35
2013-07-16,Blue,8.75,8.65
2013-07-15,Oficial,5.44,5.34
2013-07-15,Blue,8.58,8.48
2013-07-12,Oficial,5.43,5.33
2013-07-12,Blue,8.30,8.20
2013-07-11,Oficial,5.43,5.33
2013-07-11,Blue,8.20,8.10
2013-07-10,Oficial,5.42,5.32
2013-07-10,Blue,8.09,7.99
2013-07-08,Oficial,5.42,5.32
2013-07-08,Blue,7.98,7.88
2013-07-05,Oficial,5.42,5.32
2013-07-05,Blue,7.96,7.86
2013-07-04,Oficial,5.42,5.32
2013-07-04,Blue,7.98,7.88
2013-07-03,Oficial,5.40,5.30
2013-07-03,Blue,7.95,7.85
2013-07-02,Oficial,5.40,5.30
2013-07-02,Blue,7.93,7.83
2013-07-01,Oficial,5.40,5.30
2013-07-01,Blue,8.05,7.95
2013-06-28,Oficial,5.39,5.29
2013-06-28,Blue,8.13,8.03
2013-06-27,Oficial,5.39,5.29
2013-06-27,Blue,8.13,8.03
2013-06-26,Oficial,5.38,5.28
2013-06-26,Blue,8.13,8.03
2013-06-25,Oficial,5.37,5.27
2013-06-25,Blue,8.13,8.03
2013-06-24,Oficial,5.37,5.27
2013-06-24,Blue,8.05,7.95
2013-06-19,Oficial,5.36,5.26
2013-06-19,Blue,8.57,8.47
2013-06-18,Oficial,5.35,5.25
2013-06-18,Blue,8.57,8.47
2013-06-17,Oficial,5.34,5.24
2013-06-17,Blue,8.57,8.47
2013-06-14,Oficial,5.34,5.24
2013-06-14,Blue,8.57,8.47
2013-06-13,Oficial,5.34,5.24
2013-06-13,Blue,8.57,8.47
2013-06-12,Oficial,5.33,5.23
2013-06-12,Blue,8.57,8.47
2013-06-11,Oficial,5.32,5.22
2013-06-11,Blue,8.57,8.47
2013-06-10,Oficial,5.32,5.22
2013-06-10,Blue,8.57,8.47
2013-06-07,Oficial,5.30,5.20
2013-06-07,Blue,8.57,8.47
2013-06-06,Oficial,5.30,5.20
2013-06-06,Blue,8.57,8.47
2013-06-05,Oficial,5.30,5.20
2013-06-05,Blue,8.55,8.45
2013-06-04,Oficial,5.30,5.20
2013-06-04,Blue,8.50,8.40
2013-06-03,Oficial,5.30,5.20
2013-06-03,Blue,8.60,8.50
2013-05-31,Oficial,5.29,5.19
2013-05-31,Blue,8.80,8.70
2013-05-30,Oficial,5.29,5.19
2013-05-30,Blue,8.87,8.77
2013-05-29,Oficial,5.28,5.18
2013-05-29,Blue,8.88,8.78
2013-05-28,Oficial,5.28,5.18
2013-05-28,Blue,8.88,8.78
2013-05-27,Oficial,5.28,5.18
2013-05-27,Blue,8.92,8.82
2013-05-24,Oficial,5.28,5.18
2013-05-24,Blue,8.95,8.85
2013-05-23,Oficial,5.27,5.17
2013-05-23,Blue,8.80,8.70
2013-05-22,Oficial,5.27,5.17
2013-05-22,Blue,8.43,8.33
2013-05-21,Oficial,5.26,5.16
2013-05-21,Blue,8.58,8.48
2013-05-20,Oficial,5.25,5.15
2013-05-20,Blue,8.90,8.80
2013-05-17,Oficial,5.25,5.15
2013-05-17,Blue,8.95,8.85
2013-05-16,Oficial,5.25,5.15
2013-05-16,Blue,8.95,8.85
2013-05-15,Oficial,5.25,5.15
2013-05-15,Blue,9.05,8.95
2013-05-14,Oficial,5.25,5.15
2013-05-14,Blue,9.20,9.10
2013-05-13,Oficial,5.25,5.15
2013-05-13,Blue,10.03,9.93
2013-05-10,Oficial,5.24,5.14
2013-05-10,Blue,10.03,9.93
2013-05-09,Oficial,5.23,5.13
2013-05-09,Blue,10.03,9.93
2013-05-08,Oficial,5.23,5.13
2013-05-08,Blue,10.45,10.35
2013-05-07,Oficial,5.22,5.12
2013-05-07,Blue,10.08,9.98
2013-05-06,Oficial,5.22,5.12
2013-05-06,Blue,9.87,9.77
2013-05-03,Oficial,5.21,5.11
2013-05-03,Blue,9.88,9.78
2013-05-02,Oficial,5.20,5.10
2013-05-02,Blue,9.63,9.53
2013-04-30,Oficial,5.20,5.10
2013-04-30,Blue,9.40,9.30
2013-04-29,Oficial,5.19,5.09
2013-04-29,Blue,9.30,9.20
2013-04-26,Oficial,5.19,5.09
2013-04-26,Blue,9.34,9.24
2013-04-25,Oficial,5.19,5.09
2013-04-25,Blue,9.20,9.10
2013-04-24,Oficial,5.19,5.09
2013-04-24,Blue,8.94,8.84
2013-04-23,Oficial,5.18,5.08
2013-04-23,Blue,8.86,8.76
2013-04-22,Oficial,5.18,5.08
2013-04-22,Blue,8.67,8.57
2013-04-19,Oficial,5.17,5.07
2013-04-19,Blue,8.63,8.53
2013-04-18,Oficial,5.17,5.07
2013-04-18,Blue,8.66,8.56
2013-04-17,Oficial,5.17,5.07
2013-04-17,Blue,8.70,8.60
2013-04-16,Oficial,5.17,5.07
2013-04-16,Blue,8.52,8.42
2013-04-15,Oficial,5.16,5.06
2013-04-15,Blue,8.42,8.32
2013-04-12,Oficial,5.14,5.04
2013-04-12,Blue,8.43,8.33
2013-04-11,Oficial,5.16,5.06
2013-04-11,Blue,8.44,8.34
2013-04-10,Oficial,5.15,5.05
2013-04-10,Blue,8.39,8.29
2013-04-09,Oficial,5.15,5.05
2013-04-09,Blue,8.37,8.27
2013-04-08,Oficial,5.15,5.05
2013-04-08,Blue,8.33,8.23
2013-04-05,Blue,8.40,8.30
2013-04-04,Oficial,5.14,5.04
2013-04-04,Blue,8.32,8.22
2013-04-03,Oficial,5.14,5.04
2013-04-03,Blue,8.30,8.20
2013-03-27,Oficial,5.13,5.03
2013-03-27,Blue,8.47,8.37
2013-03-26,Oficial,5.13,5.03
2013-03-26,Blue,8.30,8.20
2013-03-25,Oficial,5.06,4.96
2013-03-25,Blue,8.35,8.25
2013-03-21,Oficial,5.11,5.01
2013-03-21,Blue,8.50,8.40
2013-03-20,Oficial,5.13,5.03
2013-03-20,Blue,8.75,8.65
2013-03-19,Oficial,5.11,5.01
2013-03-19,Blue,8.27,8.17
2013-03-18,Oficial,5.11,5.01
2013-03-18,Blue,8.08,7.98
2013-03-15,Oficial,5.10,5.00
2013-03-15,Blue,8.05,7.95
2013-03-14,Oficial,5.10,5.00
2013-03-14,Blue,7.99,7.89
2013-03-13,Oficial,5.09,4.99
2013-03-13,Blue,7.92,7.82
2013-03-12,Oficial,5.09,4.99
2013-03-12,Blue,7.84,7.74
2013-03-11,Oficial,5.09,4.99
2013-03-11,Blue,7.82,7.72
2013-03-08,Oficial,5.07,4.97
2013-03-08,Blue,7.83,7.73
2013-03-07,Oficial,5.09,4.99
2013-03-07,Blue,7.82,7.72
2013-03-06,Oficial,5.01,4.91
2013-03-06,Blue,7.83,7.73
2013-03-05,Oficial,5.09,4.99
2013-03-05,Blue,7.82,7.72
2013-03-04,Oficial,5.08,4.98
2013-03-04,Blue,7.83,7.73
2013-03-01,Oficial,5.09,4.99
2013-03-01,Blue,7.84,7.74
2013-02-28,Oficial,5.07,4.97
2013-02-28,Blue,7.84,7.74
2013-02-27,Oficial,5.07,4.97
2013-02-27,Blue,7.82,7.72
2013-02-26,Oficial,5.07,4.97
2013-02-26,Blue,7.82,7.72
2013-02-25,Oficial,5.05,4.95
2013-02-25,Blue,7.80,7.70
2013-02-21,Oficial,5.04,4.94
2013-02-21,Blue,7.83,7.73
2013-02-19,Oficial,5.03,4.93
2013-02-19,Blue,7.81,7.71
2013-02-18,Oficial,5.03,4.93
2013-02-18,Blue,7.70,7.60
2013-02-15,Oficial,5.01,4.91
2013-02-15,Blue,7.71,7.61
2013-02-14,Oficial,5.01,4.91
2013-02-14,Blue,7.66,7.56
2013-02-13,Oficial,5.00,4.90
2013-02-13,Blue,7.65,7.55
2013-02-08,Oficial,5.01,4.91
2013-02-08,Blue,7.67,7.57
2013-02-07,Oficial,4.99,4.89
2013-02-07,Blue,7.70,7.60
2013-02-06,Oficial,4.99,4.89
